Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,title,description,published date,url,publisher,company
16,16,16,Tesla (TSLA) Stock Sinks As Market Gains: What You Should Know - Yahoo Finance,Tesla (TSLA) Stock Sinks As Market Gains: What You Should Know  Yahoo Finance,"Wed, 14 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy90ZXNsYS10c2xhLXN0b2NrLXNpbmtzLW1hcmtldC0yMTQ1MjU2NjAuaHRtbNIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",TSLA
17,17,17,Tesla (TSLA) Stock Price May Already Reflect Elon Musk AI Dreams - Bloomberg,Tesla (TSLA) Stock Price May Already Reflect Elon Musk AI Dreams  Bloomberg,"Thu, 08 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA2LTA4L3Rlc2xhLXMtYWktZHJlYW1zLW1heS1hbHJlYWR5LWJlLXByaWNlZC1pbnRvLXN0b2NrLXRlY2gtd2F0Y2jSAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",TSLA
18,18,18,Tesla's $240 Billion Rally Set to Collide With a Bearish Signal - Bloomberg,Tesla's $240 Billion Rally Set to Collide With a Bearish Signal  Bloomberg,"Wed, 14 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA2LTE0L3Rlc2xhLXMtMjQwLWJpbGxpb24tcmFsbHktc2V0LXRvLWNvbGxpZGUtd2l0aC1hLWJlYXJpc2gtc2lnbmFs0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",TSLA
19,19,19,Tesla Plans to Showcase Updated Model 3 With Musk in Shanghai - Bloomberg,Tesla Plans to Showcase Updated Model 3 With Musk in Shanghai  Bloomberg,"Wed, 31 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTMxL3Rlc2xhLXBsYW5zLXRvLXNob3djYXNlLXVwZGF0ZWQtbW9kZWwtMy13aXRoLW11c2staW4tc2hhbmdoYWnSAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",TSLA
20,20,20,Tesla Stock: Cathie Wood Unloads More TSLA In $7.3 Million Sale - Investor's Business Daily,Tesla Stock: Cathie Wood Unloads More TSLA In $7.3 Million Sale  Investor's Business Daily,"Thu, 29 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LmludmVzdG9ycy5jb20vbmV3cy90ZXNsYS1zdG9jay1jYXRoaWUtd29vZC1jb250aW51ZXMtanVuZS1zcHJlZS11bmxvYWRzLTctMy1taWxsaW9uLW9mLXRzbGEv0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.investors.com', 'title': ""Investor's Business Daily""}",TSLA
21,21,21,Tesla (TSLA) Gains As Market Dips: What You Should Know - Yahoo Finance,Tesla (TSLA) Gains As Market Dips: What You Should Know  Yahoo Finance,"Wed, 31 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy90ZXNsYS10c2xhLWdhaW5zLW1hcmtldC1kaXBzLTIxNDUxODgxOC5odG1s0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",TSLA
22,22,22,Tesla Price Cuts (TSLA) Aren't Over as Inventory Keeps Rising - Bloomberg,Tesla Price Cuts (TSLA) Aren't Over as Inventory Keeps Rising  Bloomberg,"Wed, 03 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTAzL3Rlc2xhLXByaWNlLWN1dHMtdHNsYS1hcmVuLXQtb3Zlci1hcy1pbnZlbnRvcnkta2VlcHMtcmlzaW5n0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",TSLA
23,23,23,"Tesla (TSLA) stock is on an incredible run, here's why - Electrek","Tesla (TSLA) stock is on an incredible run, here's why  Electrek","Tue, 13 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vZWxlY3RyZWsuY28vMjAyMy8wNi8xMy90ZXNsYS10c2xhLXN0b2NrLWluY3JlZGlibGUtcnVuLXdoeS_SAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://electrek.co', 'title': 'Electrek'}",TSLA
24,24,24,Tesla shares (TSLA) hit 2023 high with over 100% surge from January lows - TESLARATI,Tesla shares (TSLA) hit 2023 high with over 100% surge from January lows  TESLARATI,"Wed, 07 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LnRlc2xhcmF0aS5jb20vdGVzbGEtdHNsYS1za3lyb2NrZXRzLTIwMjMtaGlnaC13aXRoLTExMC1wZXJjZW50LWphbnVhcnktbG93cy_SAVxodHRwczovL3d3dy50ZXNsYXJhdGkuY29tL3Rlc2xhLXRzbGEtc2t5cm9ja2V0cy0yMDIzLWhpZ2gtd2l0aC0xMTAtcGVyY2VudC1qYW51YXJ5LWxvd3MvYW1wLw?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.teslarati.com', 'title': 'TESLARATI'}",TSLA
25,25,25,GM vs. TSLA: Which Stock Is the Better Value Option? - Yahoo Finance,GM vs. TSLA: Which Stock Is the Better Value Option?  Yahoo Finance,"Mon, 29 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9nbS12cy10c2xhLXN0b2NrLWJldHRlci0xNTQwMTE0NDUuaHRtbNIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",TSLA
26,26,26,Tesla's Record Run Drives Nearly $200 Billion Jump in Value - Bloomberg,Tesla's Record Run Drives Nearly $200 Billion Jump in Value  Bloomberg,"Fri, 09 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA2LTA5L3Rlc2xhLXMtcmVjb3JkLXJ1bi1vZi1nYWlucy1kcml2ZXMtMjAwLWJpbGxpb24tanVtcC1pbi12YWx1ZdIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",TSLA
27,27,27,Ford Taps Tesla (TSLA) Superchargers in Rare Partnership Among EV Rivals - Bloomberg,Ford Taps Tesla (TSLA) Superchargers in Rare Partnership Among EV Rivals  Bloomberg,"Fri, 26 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTI1L2ZvcmQtdGFwcy10ZXNsYS1zdXBlcmNoYXJnZXJzLWluLXJhcmUtcGFydG5lcnNoaXAtYW1vbmctcml2YWxz0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",TSLA
28,28,28,"Tesla (TSLA) winning streak ends at 13, shorts feel $12B loss - TESLARATI","Tesla (TSLA) winning streak ends at 13, shorts feel $12B loss  TESLARATI","Thu, 15 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LnRlc2xhcmF0aS5jb20vdGVzbGEtdHNsYS13aW5uaW5nLXN0cmVhay1lbmRzLTEzLXNob3J0cy1mZWVsLTEyYi1sb3NzL9IBVWh0dHBzOi8vd3d3LnRlc2xhcmF0aS5jb20vdGVzbGEtdHNsYS13aW5uaW5nLXN0cmVhay1lbmRzLTEzLXNob3J0cy1mZWVsLTEyYi1sb3NzL2FtcC8?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.teslarati.com', 'title': 'TESLARATI'}",TSLA
29,29,29,LVMH Closing On Tesla for World's Ninth-Biggest Listed Company - Bloomberg,LVMH Closing On Tesla for World's Ninth-Biggest Listed Company  Bloomberg,"Mon, 24 Apr 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA0LTI0L2x2bWgtY2xvc2luZy1vbi10ZXNsYS1mb3Itd29ybGQtcy1uaW50aC1iaWdnZXN0LWxpc3RlZC1jb21wYW550gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",TSLA
30,30,30,"Stocks making the biggest premarket moves: Tesla, Moderna, Alphabet, PacWest and more - CNBC","Stocks making the biggest premarket moves: Tesla, Moderna, Alphabet, PacWest and more  CNBC","Mon, 26 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjMvMDYvMjYvc3RvY2tzLW1ha2luZy10aGUtYmlnZ2VzdC1wcmVtYXJrZXQtbW92ZXMtLmh0bWzSAVNodHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAyMy8wNi8yNi9zdG9ja3MtbWFraW5nLXRoZS1iaWdnZXN0LXByZW1hcmtldC1tb3Zlcy0uaHRtbA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}",TSLA
31,31,31,With Tesla Stock Surging EV Giant Hikes Prices As Stellantis Mulls TSLA Charging Standard - Investor's Business Daily,With Tesla Stock Surging EV Giant Hikes Prices As Stellantis Mulls TSLA Charging Standard  Investor's Business Daily,"Wed, 14 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LmludmVzdG9ycy5jb20vbmV3cy93aXRoLXRlc2xhLXN0b2NrLXN1cmdlLWV2LWdpYW50LWhpa2VzLXByaWNlcy1hcy1zdGVsbGFudGlzLW11bGxzLXRlc2xhLWNoYXJnaW5nLXN0YW5kYXJkL9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.investors.com', 'title': ""Investor's Business Daily""}",TSLA
32,32,32,"Analyst Calls Tesla-GM Charging Deal 'Game, Set, Match' For Market Control - Investor's Business Daily","Analyst Calls Tesla-GM Charging Deal 'Game, Set, Match' For Market Control  Investor's Business Daily","Fri, 09 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LmludmVzdG9ycy5jb20vbmV3cy90ZXNsYS1zdG9jay1sZWFwcy1vbi1nbS1jaGFyZ2luZy1kZWFsLWFuYWx5c3Qtc2F5cy1pdHMtZ2FtZS1zZXQtbWF0Y2gtZm9yLW1hcmtldC1jb250cm9sL9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.investors.com', 'title': ""Investor's Business Daily""}",TSLA
33,33,33,This One Trend Could Cost TSLA Stock its Premium Valuation - InvestorPlace,This One Trend Could Cost TSLA Stock its Premium Valuation  InvestorPlace,"Wed, 26 Apr 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vaW52ZXN0b3JwbGFjZS5jb20vbWFya2V0MzYwLzIwMjMvMDQvdGhpcy1vbmUtdHJlbmQtY291bGQtY29zdC10c2xhLXN0b2NrLWl0cy1wcmVtaXVtLXZhbHVhdGlvbi_SAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://investorplace.com', 'title': 'InvestorPlace'}",TSLA
34,34,34,Tesla Raises Prices After Margin Concern Hammers Shares - Investopedia,Tesla Raises Prices After Margin Concern Hammers Shares  Investopedia,"Fri, 21 Apr 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vd3d3LmludmVzdG9wZWRpYS5jb20vdGVzbGEtcmFpc2VzLXByaWNlcy03NDgzNTQ50gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.investopedia.com', 'title': 'Investopedia'}",TSLA
35,35,35,Tesla (TSLA) Resumes Orders for Model 3 Long Range After Backlog - Bloomberg,Tesla (TSLA) Resumes Orders for Model 3 Long Range After Backlog  Bloomberg,"Wed, 03 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTAzL3Rlc2xhLXJlc3VtZXMtb3JkZXJzLWZvci1wb3B1bGFyLW1vZGVsLTMtbG9uZy1yYW5nZS1hdC00Ny0yNDDSAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",TSLA
36,36,36,"Stocks making the biggest premarket moves: Tesla, Darden Restaurants, Anheuser-Busch, Alcoa and more - CNBC","Stocks making the biggest premarket moves: Tesla, Darden Restaurants, Anheuser-Busch, Alcoa and more  CNBC","Thu, 22 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjMvMDYvMjIvc3RvY2tzLW1ha2luZy10aGUtYmlnZ2VzdC1wcmVtYXJrZXQtbW92ZXMtLmh0bWzSAVNodHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAyMy8wNi8yMi9zdG9ja3MtbWFraW5nLXRoZS1iaWdnZXN0LXByZW1hcmtldC1tb3Zlcy0uaHRtbA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}",TSLA
37,37,37,"Rivian Adopts Tesla's EV Charging Standard, Joining Ford and GM - Bloomberg","Rivian Adopts Tesla's EV Charging Standard, Joining Ford and GM  Bloomberg","Tue, 20 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA2LTIwL3Jpdmlhbi1hZG9wdHMtdGVzbGEtcy1jaGFyZ2luZy1zdGFuZGFyZC1qb2luaW5nLWZvcmQtYW5kLWdt0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",TSLA
38,38,38,TSLA: Is Tesla (TSLA) a Buy for June? - StockNews.com,TSLA: Is Tesla (TSLA) a Buy for June?  StockNews.com,"Tue, 06 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vc3RvY2tuZXdzLmNvbS9uZXdzL3RzbGEtbWJnYWYtaG1jLXduYy1nbS1mLWlzLXRlc2xhLXRzbGEtYS1idXktZm9yLWp1bmUv0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://stocknews.com', 'title': 'StockNews.com'}",TSLA
39,39,39,Tesla Stock Could Perform Particularly Well in June - Yahoo Finance,Tesla Stock Could Perform Particularly Well in June  Yahoo Finance,"Wed, 07 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy90ZXNsYS1zdG9jay1jb3VsZC1wZXJmb3JtLXBhcnRpY3VsYXJseS0xNjM0NTc5NzMuaHRtbNIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",TSLA
40,40,40,Can Tesla Stock Make You Rich? ARK's Cathie Wood Might Think So - TheStreet,Can Tesla Stock Make You Rich? ARK's Cathie Wood Might Think So  TheStreet,"Mon, 24 Apr 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnRoZXN0cmVldC5jb20vbWVtZXN0b2Nrcy9vdGhlci1tZW1lcy9jYW4tdGVzbGEtc3RvY2stbWFrZS15b3UtcmljaC1hcmtzLWNhdGhpZS13b29kLW1pZ2h0LXRoaW5rLXNv0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.thestreet.com', 'title': 'TheStreet'}",TSLA
